"country","industry","user_type","user_count","time_used"
"Libya","Agriculture","Cybersecurity Analyst","4","31"
"Morocco","Tech","Researcher","4","39"
"Algeria","Transportation","Senior Developer","4","26"
"Mongolia","Finance","Junior Dev","4","38"
"Romania","Agriculture","Researcher","4","43"
"Norway","Agriculture","Doctor","4","31"
"Belgium","Agriculture","Freelancer","4","47"
"Samoa","Agriculture","Lawyer","4","44"
"Bhutan","Agriculture","Doctor","4","54"
"Malaysia","Agriculture","Freelancer","4","34"
"Armenia","Healthcare","Business Owner","4","38"
"Yemen","Agriculture","Researcher","4","27"
"Comoros","Transportation","DevOps Engineer","4","34"
"Saudi Arabia","Education","Senior Developer","4","26"
"Zimbabwe","Government","ML Engineer","4","10"
"Solomon Islands","Manufacturing","Senior Developer","4","30"
"Kiribati","Legal","Marketer","4","34"
"Brazil","Education","DevOps Engineer","4","43"
"Papua New Guinea","Transportation","Cybersecurity Analyst","4","47"
"Seychelles","Healthcare","Student","4","29"
"Paraguay","Finance","Marketer","4","26"
"Kiribati","Legal","Senior Developer","4","11"
"Mozambique","Finance","ML Engineer","4","36"
"Vatican City","Government","Non-Tech User","4","38"
"Kuwait","Tech","DevOps Engineer","4","17"
"Argentina","Healthcare","Junior Dev","4","41"
"Uruguay","Retail","Doctor","4","19"
"Mexico","Transportation","Startup Founder","4","17"
"Uganda","Retail","Data Analyst","4","35"
"Equatorial Guinea","Tech","Marketer","4","34"
"Nicaragua","Legal","Cybersecurity Analyst","4","34"
"Afghanistan","Education","Student","4","39"
"Zimbabwe","Manufacturing","Student","4","21"
"Kyrgyzstan","Finance","Non-Tech User","4","30"
"Ecuador","Transportation","Teacher","4","31"
"Haiti","Healthcare","Product Manager","4","28"
"Indonesia","Legal","Government Worker","4","21"
"India","Legal","Content Creator","4","23"
"Norway","Education","Marketer","4","37"
"Chad","Transportation","Product Manager","4","19"
"Turkey","Finance","Cybersecurity Analyst","4","24"
"Slovakia","Retail","Startup Founder","4","22"
"Burkina Faso","Healthcare","Startup Founder","4","33"
"Eritrea","Healthcare","Teacher","4","31"
"Belgium","Government","Student","4","35"
"Eswatini","Education","ML Engineer","4","26"
"Finland","Tech","Senior Developer","4","45"
"Ukraine","Education","DevOps Engineer","4","25"
"Armenia","Tech","Business Owner","4","30"
"Andorra","Transportation","Teacher","4","36"
"Eritrea","Manufacturing","Senior Developer","4","23"
"Jamaica","Finance","Data Analyst","4","36"
"Congo","Healthcare","Freelancer","4","21"
"Sri Lanka","Tech","Designer","4","27"
"Jamaica","Retail","Business Owner","4","29"
"Bulgaria","Education","Freelancer","4","31"
"Eritrea","Energy","Designer","4","28"
"Sudan","Healthcare","Cybersecurity Analyst","4","21"
"Austria","Legal","Data Analyst","4","22"
"China","Manufacturing","DevOps Engineer","4","17"
"Kenya","Tech","Senior Developer","4","39"
"Papua New Guinea","Government","Senior Developer","4","21"
"Israel","Education","Marketer","4","37"
"Ireland","Agriculture","Data Analyst","4","46"
"Kyrgyzstan","Education","Junior Dev","4","32"
"Panama","Retail","Cybersecurity Analyst","4","22"
"Solomon Islands","Healthcare","Teacher","4","36"
"Ecuador","Agriculture","Data Analyst","4","35"
"Senegal","Finance","Teacher","4","49"
"Montenegro","Education","Content Creator","4","30"
"Liechtenstein","Media","Student","4","25"
"Rwanda","Media","Designer","4","28"
"Ivory Coast","Education","Government Worker","4","50"
"Kosovo","Legal","Junior Dev","4","38"
"Fiji","Energy","Designer","4","25"
"Afghanistan","Retail","Teacher","4","42"
"Benin","Manufacturing","Non-Tech User","4","35"
"South Korea","Media","Content Creator","4","40"
"DR Congo","Retail","Teacher","4","34"
"Brunei","Media","Researcher","4","42"
"Kosovo","Government","Senior Developer","4","45"
"Netherlands","Healthcare","Government Worker","4","51"
"Guatemala","Manufacturing","Junior Dev","4","31"
"UAE","Government","Government Worker","4","40"
"Palau","Media","Researcher","4","25"
"UAE","Finance","Government Worker","4","33"
"Marshall Islands","Manufacturing","Doctor","4","35"
"Morocco","Energy","Lawyer","4","33"
"Syria","Healthcare","Content Creator","4","23"
"Chile","Media","Marketer","4","52"
"Netherlands","Government","Cybersecurity Analyst","4","35"
"Slovenia","Education","Lawyer","4","40"
"Angola","Tech","Student","4","49"
"Belgium","Healthcare","Data Analyst","4","35"
"Armenia","Government","Non-Tech User","4","21"
"Egypt","Education","Freelancer","4","26"
"China","Legal","ML Engineer","4","38"
"Kenya","Government","ML Engineer","4","26"
"Serbia","Healthcare","Government Worker","4","19"
"Mongolia","Agriculture","Lawyer","4","17"
"Croatia","Government","Cybersecurity Analyst","4","31"
"Kazakhstan","Manufacturing","Senior Developer","4","30"
"South Korea","Finance","Freelancer","4","26"
"China","Media","Freelancer","4","35"
"Palau","Legal","ML Engineer","4","36"
"Eswatini","Government","Senior Developer","4","35"
"Bosnia and Herzegovina","Media","Lawyer","4","24"
"Cuba","Manufacturing","Data Analyst","4","14"
"Eswatini","Legal","Lawyer","4","38"
"Belarus","Media","Business Owner","4","33"
"France","Energy","Lawyer","4","34"
"Oman","Healthcare","Student","4","33"
"USA","Education","Senior Developer","4","23"
"Kuwait","Transportation","Product Manager","4","27"
"Sweden","Legal","Product Manager","4","18"
"San Marino","Agriculture","DevOps Engineer","4","34"
"Cape Verde","Tech","Startup Founder","4","21"
"Myanmar","Education","Data Analyst","4","44"
"Niger","Tech","Junior Dev","4","25"
"Rwanda","Tech","DevOps Engineer","4","34"
"Maldives","Government","Lawyer","4","34"
"Denmark","Education","Product Manager","4","27"
"Netherlands","Energy","Doctor","4","38"
"Chile","Legal","Student","4","49"
"India","Tech","Freelancer","4","27"
"Angola","Media","Teacher","4","36"
"Thailand","Tech","Government Worker","4","25"
"Micronesia","Manufacturing","Teacher","4","24"
"Croatia","Healthcare","Marketer","4","46"
"Syria","Manufacturing","Senior Developer","4","15"
"Australia","Retail","Government Worker","4","18"
"Togo","Tech","Researcher","4","12"
"Costa Rica","Agriculture","Government Worker","4","30"
"Kosovo","Government","Startup Founder","4","33"
"Latvia","Energy","Non-Tech User","4","39"
"Indonesia","Agriculture","Marketer","4","24"
"Senegal","Agriculture","ML Engineer","4","22"
"Nicaragua","Agriculture","Data Analyst","4","38"
"Cameroon","Media","DevOps Engineer","4","25"
"Indonesia","Healthcare","Startup Founder","4","26"
"Senegal","Transportation","Senior Developer","4","24"
"Latvia","Finance","DevOps Engineer","4","30"
"Sri Lanka","Media","Researcher","4","30"
"Angola","Healthcare","Researcher","4","30"
"Afghanistan","Agriculture","DevOps Engineer","4","41"
"Trinidad and Tobago","Education","Doctor","4","28"
"France","Finance","Doctor","4","27"
"Greece","Retail","Government Worker","4","25"
"Poland","Government","Content Creator","4","31"
"Iceland","Energy","Data Analyst","4","21"
"Fiji","Tech","Cybersecurity Analyst","4","38"
"Argentina","Agriculture","Doctor","4","42"
"Armenia","Retail","Product Manager","4","30"
"Guinea-Bissau","Transportation","Cybersecurity Analyst","4","44"
"Cambodia","Government","Cybersecurity Analyst","4","33"
"North Korea","Government","Data Analyst","4","35"
"Luxembourg","Agriculture","Designer","4","23"
"Fiji","Agriculture","Teacher","4","28"
"Zimbabwe","Government","Junior Dev","4","39"
"Spain","Tech","Business Owner","4","37"
"Botswana","Agriculture","Lawyer","4","24"
"Mongolia","Government","Junior Dev","4","33"
"Canada","Legal","Data Analyst","4","17"
"Albania","Agriculture","Doctor","4","40"
"Poland","Tech","Freelancer","4","30"
"Oman","Transportation","Content Creator","4","33"
"Kuwait","Finance","Non-Tech User","4","20"
"Niger","Government","ML Engineer","4","22"
"Australia","Manufacturing","Startup Founder","4","8"
"Bangladesh","Transportation","Student","4","30"
"Libya","Education","Business Owner","4","37"
"Kiribati","Transportation","DevOps Engineer","4","37"
"Samoa","Retail","ML Engineer","4","25"
"Guinea-Bissau","Retail","Student","4","35"
"Argentina","Healthcare","Freelancer","4","39"
"South Korea","Government","Marketer","4","43"
"Liechtenstein","Agriculture","Product Manager","4","21"
"Portugal","Government","ML Engineer","4","20"
"Senegal","Agriculture","DevOps Engineer","4","51"
"Uruguay","Government","Non-Tech User","4","40"
"Kosovo","Manufacturing","Designer","4","40"
"Ireland","Tech","Doctor","4","23"
"Iran","Finance","Cybersecurity Analyst","4","28"
"Turkmenistan","Tech","Senior Developer","4","23"
"Cameroon","Legal","Data Analyst","4","32"
"UK","Education","Student","4","26"
"Bhutan","Healthcare","Data Analyst","4","28"
"Liberia","Tech","Product Manager","4","25"
"Chad","Government","Senior Developer","4","41"
"Denmark","Agriculture","Researcher","4","41"
"Kenya","Education","ML Engineer","4","34"
"Costa Rica","Tech","Data Analyst","4","42"
"Libya","Manufacturing","Cybersecurity Analyst","4","33"
"Morocco","Manufacturing","Teacher","4","19"
"Uzbekistan","Tech","Doctor","4","34"
"Germany","Energy","ML Engineer","4","25"
"UK","Transportation","Marketer","4","32"
"Haiti","Transportation","Freelancer","4","24"
"Germany","Healthcare","Freelancer","4","18"
"Morocco","Education","Doctor","4","37"
"Sudan","Finance","ML Engineer","4","15"
"Zimbabwe","Education","Data Analyst","4","34"
"Kuwait","Legal","Designer","4","31"
"Finland","Healthcare","Business Owner","4","28"
"Hungary","Government","Cybersecurity Analyst","4","39"
"Cyprus","Transportation","Lawyer","4","25"
"Hungary","Manufacturing","Government Worker","4","9"
"Yemen","Manufacturing","Startup Founder","4","30"
"Lithuania","Tech","Senior Developer","4","26"
"UK","Finance","Freelancer","4","24"
"Afghanistan","Education","Non-Tech User","4","33"
"Rwanda","Education","Freelancer","4","29"
"Zimbabwe","Energy","Product Manager","4","31"
"Czech Republic","Agriculture","Government Worker","4","38"
"Croatia","Finance","Product Manager","4","40"
"Greece","Government","Government Worker","4","39"
"Bulgaria","Government","DevOps Engineer","4","24"
"Lebanon","Education","Government Worker","4","26"
"Liechtenstein","Education","Lawyer","4","38"
"Armenia","Agriculture","Designer","4","25"
"Kazakhstan","Transportation","Content Creator","4","43"
"Haiti","Legal","Non-Tech User","4","22"
"Moldova","Agriculture","DevOps Engineer","4","26"
"Turkey","Media","Marketer","4","39"
"Lesotho","Legal","Non-Tech User","4","32"
"Lithuania","Retail","Lawyer","4","35"
"Papua New Guinea","Transportation","Business Owner","4","12"
"Timor-Leste","Tech","Non-Tech User","4","31"
"Eswatini","Healthcare","DevOps Engineer","4","37"
"Palau","Education","Marketer","4","43"
"Bolivia","Transportation","Freelancer","4","32"
"Chile","Energy","Designer","4","11"
"Denmark","Finance","Non-Tech User","4","22"
"Bolivia","Finance","Junior Dev","4","36"
"Djibouti","Retail","Teacher","4","29"
"Cuba","Healthcare","Senior Developer","4","42"
"Israel","Retail","Startup Founder","4","34"
"Tunisia","Manufacturing","DevOps Engineer","4","49"
"Finland","Legal","Government Worker","4","37"
"Tajikistan","Education","Cybersecurity Analyst","4","22"
"Zambia","Manufacturing","Product Manager","4","18"
"Algeria","Legal","Researcher","4","15"
"Costa Rica","Retail","Business Owner","4","26"
"Portugal","Energy","Researcher","4","42"
"Somalia","Government","DevOps Engineer","4","35"
"Ghana","Finance","Product Manager","4","21"
"Romania","Manufacturing","Junior Dev","4","15"
"Liberia","Legal","Government Worker","4","26"
"Comoros","Manufacturing","Business Owner","4","27"
"Djibouti","Healthcare","Business Owner","4","20"
"Greece","Tech","Content Creator","4","42"
"Thailand","Manufacturing","Non-Tech User","4","43"
"Bosnia and Herzegovina","Retail","Content Creator","4","21"
"Tonga","Legal","Cybersecurity Analyst","4","40"
"Solomon Islands","Tech","Product Manager","4","19"
"Canada","Retail","DevOps Engineer","4","41"
"Greece","Education","Teacher","4","20"
"Belgium","Energy","Designer","4","38"
"North Macedonia","Legal","Doctor","4","24"
"Gambia","Manufacturing","ML Engineer","4","35"
"Yemen","Education","Designer","4","29"
"Seychelles","Legal","Startup Founder","4","25"
"Tonga","Education","Teacher","4","39"
"Venezuela","Manufacturing","Product Manager","4","28"
"Nicaragua","Legal","Content Creator","4","30"
"Saudi Arabia","Energy","Researcher","4","37"
"Philippines","Education","Senior Developer","4","31"
"UK","Energy","Junior Dev","4","38"
"Slovenia","Media","Lawyer","4","41"
"Mauritius","Energy","Business Owner","4","36"
"Czech Republic","Finance","Startup Founder","4","18"
"Canada","Government","ML Engineer","4","36"
"Guinea","Healthcare","Data Analyst","4","46"
"Bosnia and Herzegovina","Finance","Freelancer","4","35"
"Dominican Republic","Media","Designer","4","35"
"Malaysia","Tech","ML Engineer","4","37"
"Germany","Legal","Freelancer","4","45"
"Pakistan","Education","Startup Founder","4","26"
"Burundi","Agriculture","Designer","4","22"
"Rwanda","Energy","Senior Developer","4","23"
"Netherlands","Education","Junior Dev","4","30"
"Turkmenistan","Manufacturing","Junior Dev","4","42"
"Libya","Transportation","Lawyer","4","45"
"Ethiopia","Retail","Content Creator","4","21"
"Moldova","Transportation","Cybersecurity Analyst","4","38"
"Lebanon","Legal","Doctor","4","45"
"Iran","Agriculture","Content Creator","4","44"
"France","Government","Teacher","4","28"
"Croatia","Agriculture","Teacher","4","29"
"Bhutan","Energy","Business Owner","4","24"
"Yemen","Transportation","Junior Dev","4","44"
"Canada","Retail","Teacher","4","51"
"Spain","Government","Marketer","4","25"
"Ecuador","Media","Content Creator","4","43"
"Djibouti","Retail","Researcher","4","29"
"Libya","Tech","Startup Founder","4","42"
"Zimbabwe","Tech","Researcher","4","48"
"Paraguay","Tech","Freelancer","4","32"
"Senegal","Manufacturing","Government Worker","4","33"
"Poland","Energy","Cybersecurity Analyst","4","18"
"Spain","Media","Business Owner","4","40"
"Timor-Leste","Energy","Researcher","4","48"
"Sudan","Manufacturing","Doctor","4","29"
"Liechtenstein","Energy","Product Manager","4","23"
"Bulgaria","Government","Non-Tech User","4","49"
"Chile","Media","Business Owner","4","26"
"Cyprus","Media","Doctor","4","41"
"Paraguay","Media","Business Owner","4","26"
"Cape Verde","Education","Product Manager","4","37"
"Burkina Faso","Legal","Government Worker","4","27"
"Turkmenistan","Transportation","Cybersecurity Analyst","4","31"
"Yemen","Tech","Content Creator","4","19"
"Angola","Education","DevOps Engineer","4","39"
"San Marino","Energy","Junior Dev","4","8"
"Turkey","Retail","Junior Dev","4","36"
"Niger","Healthcare","Researcher","4","42"
"India","Education","Designer","4","25"
"Argentina","Manufacturing","DevOps Engineer","4","45"
"Colombia","Legal","Startup Founder","4","38"
"Finland","Energy","Product Manager","4","32"
"Kuwait","Media","Junior Dev","4","27"
"Georgia","Transportation","Teacher","4","35"
"Germany","Manufacturing","Student","4","38"
"Belgium","Energy","ML Engineer","4","46"
"Lebanon","Healthcare","Data Analyst","4","53"
"Sierra Leone","Finance","Junior Dev","4","28"
"Azerbaijan","Retail","Senior Developer","4","33"
"Vietnam","Education","Teacher","4","34"
"Guinea-Bissau","Tech","DevOps Engineer","4","39"
"Hungary","Education","Government Worker","4","26"
"Canada","Media","Startup Founder","4","36"
"Equatorial Guinea","Manufacturing","Startup Founder","4","32"
"Slovenia","Tech","Junior Dev","4","38"
"Laos","Retail","Marketer","4","41"
"Cuba","Retail","Doctor","4","30"
"Uruguay","Manufacturing","Data Analyst","4","33"
"South Korea","Legal","Cybersecurity Analyst","4","29"
"Serbia","Government","Marketer","4","23"
"China","Government","Teacher","4","28"
"Andorra","Legal","Designer","4","31"
"Central African Republic","Media","Teacher","4","38"
"Burkina Faso","Transportation","Lawyer","4","32"
"San Marino","Media","Business Owner","4","40"
"Solomon Islands","Tech","DevOps Engineer","4","48"
"New Zealand","Healthcare","Junior Dev","4","31"
"Comoros","Manufacturing","Lawyer","4","27"
"Canada","Healthcare","Cybersecurity Analyst","4","15"
"Syria","Agriculture","Product Manager","4","39"
"Ghana","Finance","DevOps Engineer","4","26"
"Ecuador","Retail","ML Engineer","4","31"
"Zambia","Healthcare","DevOps Engineer","4","21"
"Cape Verde","Transportation","ML Engineer","4","38"
"Sweden","Transportation","Non-Tech User","4","25"
"Cambodia","Healthcare","Non-Tech User","4","38"
"Ghana","Education","Designer","4","33"
"Eritrea","Finance","Teacher","4","29"
"Seychelles","Government","Non-Tech User","4","36"
"Austria","Transportation","Junior Dev","4","36"
"Poland","Finance","DevOps Engineer","4","24"
"Philippines","Media","Marketer","4","29"
"Philippines","Media","Startup Founder","4","32"
"Israel","Tech","Marketer","4","33"
"Austria","Finance","Freelancer","4","28"
"Guatemala","Retail","Junior Dev","4","32"
"Canada","Retail","Data Analyst","4","50"
"Romania","Education","Marketer","4","27"
"Greece","Agriculture","Lawyer","4","28"
"Guinea","Manufacturing","Business Owner","4","24"
"Armenia","Manufacturing","Teacher","4","46"
"Guinea-Bissau","Healthcare","Researcher","4","30"
"Bangladesh","Finance","Designer","4","29"
"DR Congo","Tech","Content Creator","4","32"
"South Africa","Media","Lawyer","4","37"
"Tanzania","Legal","Business Owner","4","28"
"Equatorial Guinea","Education","Lawyer","4","32"
"Botswana","Transportation","Marketer","4","39"
"Tajikistan","Legal","Doctor","4","26"
"Sudan","Finance","Teacher","4","34"
"Eritrea","Retail","Cybersecurity Analyst","4","30"
"Guinea-Bissau","Tech","ML Engineer","4","40"
"Botswana","Media","Cybersecurity Analyst","4","27"
"Azerbaijan","Energy","Doctor","4","24"
"Uganda","Government","Startup Founder","4","21"
"Senegal","Legal","Student","4","39"
"Dominican Republic","Education","Cybersecurity Analyst","4","42"
"Solomon Islands","Tech","ML Engineer","4","15"
"Turkmenistan","Finance","Content Creator","4","15"
"Romania","Healthcare","DevOps Engineer","4","36"
"Sri Lanka","Manufacturing","Freelancer","4","22"
"Kazakhstan","Legal","Content Creator","4","44"
"Chad","Agriculture","Marketer","4","17"
"Eritrea","Education","Marketer","4","26"
"Ethiopia","Agriculture","Non-Tech User","4","31"
"Tanzania","Retail","Doctor","4","24"
"Guatemala","Energy","Doctor","4","30"
"Norway","Finance","DevOps Engineer","4","40"
"Paraguay","Agriculture","DevOps Engineer","4","40"
"Ireland","Tech","Senior Developer","4","40"
"Syria","Agriculture","Teacher","4","43"
"Solomon Islands","Healthcare","Content Creator","4","28"
"Hungary","Legal","Business Owner","4","33"
"Tonga","Manufacturing","Student","4","18"
"Myanmar","Agriculture","Lawyer","4","25"
"Solomon Islands","Transportation","Lawyer","4","30"
"Bhutan","Legal","Senior Developer","4","36"
"Singapore","Manufacturing","Cybersecurity Analyst","4","26"
"Lithuania","Healthcare","Researcher","4","25"
"China","Legal","Business Owner","4","29"
"Ecuador","Retail","Student","4","29"
"Sweden","Media","Business Owner","4","27"
"Czech Republic","Retail","DevOps Engineer","4","36"
"Togo","Transportation","Cybersecurity Analyst","4","25"
"Liberia","Transportation","Business Owner","4","39"
"Colombia","Transportation","Marketer","4","35"
"Sierra Leone","Finance","Non-Tech User","4","34"
"Portugal","Finance","Doctor","4","26"
"Uganda","Manufacturing","Senior Developer","4","37"
"Honduras","Healthcare","Student","4","39"
"Tunisia","Finance","Content Creator","4","11"
"Tajikistan","Media","Data Analyst","4","48"
"Kazakhstan","Tech","Junior Dev","4","19"
"Vietnam","Retail","Business Owner","4","19"
"Malta","Education","Government Worker","4","27"
"Ecuador","Transportation","Doctor","4","22"
"Kenya","Government","Designer","4","30"
"Comoros","Retail","Cybersecurity Analyst","4","16"
"Oman","Manufacturing","DevOps Engineer","4","33"
"Moldova","Agriculture","Data Analyst","4","24"
"Madagascar","Healthcare","Content Creator","4","32"
"Kiribati","Agriculture","Junior Dev","4","34"
"Ghana","Tech","Researcher","4","32"
"Uganda","Media","Startup Founder","4","33"
"Sierra Leone","Education","ML Engineer","4","30"
"USA","Manufacturing","Junior Dev","4","35"
"Marshall Islands","Energy","Student","4","31"
"Jordan","Education","Content Creator","4","20"
"Bolivia","Healthcare","Business Owner","4","22"
"Equatorial Guinea","Legal","ML Engineer","4","22"
"Chile","Manufacturing","Government Worker","4","24"
"Equatorial Guinea","Tech","Junior Dev","4","33"
"Azerbaijan","Media","Junior Dev","4","40"
"Luxembourg","Media","Non-Tech User","4","34"
"Czech Republic","Transportation","Senior Developer","4","25"
"Romania","Tech","DevOps Engineer","4","20"
"Greece","Energy","Marketer","4","40"
"Poland","Media","Startup Founder","4","33"
"Ghana","Government","Product Manager","4","33"
"Panama","Finance","Freelancer","4","18"
"Chile","Education","Data Analyst","4","33"
"Burundi","Manufacturing","Junior Dev","4","42"
"San Marino","Healthcare","Junior Dev","4","32"
"Madagascar","Energy","Lawyer","4","26"
"Argentina","Energy","Designer","4","33"
"India","Finance","Freelancer","4","27"
"Bangladesh","Energy","Government Worker","4","19"
"Montenegro","Transportation","Data Analyst","4","34"
"Iran","Energy","Senior Developer","4","38"
"Pakistan","Media","Researcher","4","39"
"Vanuatu","Government","Product Manager","4","37"
"Philippines","Agriculture","Business Owner","4","24"
"Serbia","Legal","Senior Developer","4","23"
"Comoros","Agriculture","Data Analyst","4","36"
"Paraguay","Finance","Student","4","34"
"Botswana","Transportation","Content Creator","4","32"
"Lebanon","Healthcare","Doctor","4","27"
"Uruguay","Government","Cybersecurity Analyst","4","33"
"Burkina Faso","Retail","Senior Developer","4","29"
"New Zealand","Energy","ML Engineer","4","45"
"Qatar","Tech","Freelancer","4","20"
"Colombia","Manufacturing","Doctor","4","30"
"Austria","Media","Government Worker","4","43"
"Luxembourg","Education","Marketer","4","27"
"France","Manufacturing","Cybersecurity Analyst","4","47"
"Tonga","Manufacturing","Doctor","4","27"
"USA","Transportation","Government Worker","4","31"
"Madagascar","Legal","DevOps Engineer","4","28"
"Mali","Tech","Content Creator","4","42"
"Bulgaria","Government","Doctor","4","29"
"Nicaragua","Legal","Teacher","4","43"
"Iraq","Retail","Data Analyst","4","25"
"Botswana","Healthcare","Student","4","30"
"North Macedonia","Energy","Senior Developer","4","36"
"Djibouti","Healthcare","Marketer","4","27"
"Thailand","Media","Teacher","4","43"
"Fiji","Transportation","ML Engineer","4","51"
"DR Congo","Manufacturing","Data Analyst","4","33"
"Sudan","Finance","Freelancer","4","17"
"Belarus","Legal","ML Engineer","4","32"
"Belgium","Media","Government Worker","4","21"
"Pakistan","Finance","Data Analyst","4","42"
"Colombia","Media","Startup Founder","4","38"
"South Korea","Finance","Startup Founder","4","39"
"Pakistan","Healthcare","Content Creator","4","28"
"Tunisia","Legal","Teacher","4","22"
"Denmark","Agriculture","Business Owner","4","35"
"Comoros","Finance","Business Owner","4","21"
"Samoa","Tech","Government Worker","4","23"
"Croatia","Finance","Government Worker","4","38"
"Egypt","Energy","Startup Founder","4","36"
"Poland","Energy","Product Manager","4","34"
"Tunisia","Legal","Senior Developer","4","24"
"Guinea-Bissau","Energy","Doctor","4","34"
"Canada","Government","Senior Developer","4","39"
"Iraq","Government","Content Creator","4","52"
"Guinea","Retail","Lawyer","4","37"
"Ukraine","Energy","Marketer","4","34"
"Togo","Government","Senior Developer","4","28"
"China","Retail","Startup Founder","4","17"
"Belgium","Transportation","Designer","4","16"
"Finland","Healthcare","Teacher","4","32"
"Albania","Legal","Senior Developer","4","26"
"Poland","Legal","ML Engineer","4","37"
"Switzerland","Healthcare","Junior Dev","4","45"
"Mauritius","Tech","Doctor","4","38"
"Hungary","Retail","Lawyer","4","13"
"Estonia","Healthcare","Content Creator","4","26"
"Cameroon","Energy","Startup Founder","4","37"
"Malta","Transportation","Freelancer","4","40"
"Lebanon","Agriculture","Startup Founder","4","41"
"Djibouti","Healthcare","Startup Founder","4","16"
"Seychelles","Healthcare","Cybersecurity Analyst","4","34"
"Solomon Islands","Legal","Junior Dev","4","23"
"Armenia","Transportation","Non-Tech User","4","43"
"Malta","Legal","DevOps Engineer","4","17"
"Belgium","Government","Startup Founder","4","41"
"Guatemala","Media","Designer","4","24"
"Germany","Education","Lawyer","4","40"
"Brazil","Government","Junior Dev","4","23"
"Iran","Media","Startup Founder","4","30"
"Argentina","Tech","Marketer","4","36"
"Cameroon","Manufacturing","Freelancer","4","31"
"Mexico","Government","Researcher","4","25"
"Germany","Energy","Marketer","4","31"
"Australia","Finance","Startup Founder","4","26"
"Panama","Transportation","Marketer","4","25"
"Gambia","Agriculture","DevOps Engineer","4","41"
"Cambodia","Retail","Business Owner","4","22"
"El Salvador","Finance","Researcher","4","36"
"Myanmar","Energy","Lawyer","4","25"
"Venezuela","Healthcare","Product Manager","4","29"
"Botswana","Government","Freelancer","4","32"
"Timor-Leste","Media","Designer","4","32"
"Bolivia","Government","Startup Founder","4","35"
"Philippines","Manufacturing","Startup Founder","4","35"
"Iran","Agriculture","Designer","4","42"
"Lithuania","Education","Government Worker","4","43"
"Hungary","Energy","Product Manager","4","30"
"Czech Republic","Government","Freelancer","4","24"
"Samoa","Agriculture","Designer","4","41"
"Liechtenstein","Healthcare","Senior Developer","4","21"
"Zimbabwe","Transportation","Teacher","4","24"
"Yemen","Media","Government Worker","4","27"
"Jamaica","Media","Business Owner","4","39"
"Togo","Tech","Content Creator","4","31"
"Trinidad and Tobago","Education","Content Creator","4","39"
"Tajikistan","Education","Junior Dev","4","41"
"Uruguay","Government","Marketer","4","30"
"Croatia","Education","Student","4","25"
"Gabon","Finance","Startup Founder","4","32"
"Ghana","Agriculture","Lawyer","4","34"
"Slovakia","Media","Designer","4","27"
"Canada","Finance","ML Engineer","4","45"
"Papua New Guinea","Government","Government Worker","4","31"
"Denmark","Manufacturing","Business Owner","4","34"
"New Zealand","Transportation","Business Owner","4","34"
"Central African Republic","Manufacturing","Product Manager","4","27"
"Bangladesh","Agriculture","DevOps Engineer","4","51"
"Portugal","Government","Freelancer","4","24"
"Kosovo","Media","Designer","4","34"
"Saudi Arabia","Finance","Business Owner","4","27"
"Timor-Leste","Government","Non-Tech User","4","25"
"Gabon","Healthcare","Non-Tech User","4","25"
"Armenia","Energy","Lawyer","4","26"
"Germany","Transportation","Teacher","4","45"
"San Marino","Transportation","Non-Tech User","4","27"
"Turkey","Finance","Junior Dev","4","43"
"Singapore","Manufacturing","Senior Developer","4","26"
"Malaysia","Tech","Cybersecurity Analyst","4","20"
"Timor-Leste","Education","Doctor","4","30"
"Djibouti","Energy","Lawyer","4","32"
"Eritrea","Finance","Product Manager","4","9"
"Jamaica","Manufacturing","Content Creator","4","34"
"North Korea","Manufacturing","Government Worker","4","29"
"Austria","Government","Junior Dev","4","35"
"Germany","Finance","Marketer","4","37"
"Brunei","Government","Product Manager","4","22"
"Brazil","Transportation","Senior Developer","4","37"
"Uruguay","Healthcare","Data Analyst","4","30"
"Syria","Legal","Content Creator","4","28"
"Angola","Tech","Non-Tech User","4","26"
"Sudan","Education","Marketer","4","44"
"Lebanon","Finance","Product Manager","4","25"
"North Korea","Government","Product Manager","4","10"
"Brazil","Education","Non-Tech User","4","24"
"Nepal","Manufacturing","Non-Tech User","4","25"
"Vatican City","Retail","Data Analyst","4","36"
"Philippines","Media","Senior Developer","4","34"
"Lesotho","Legal","Content Creator","4","27"
"Kosovo","Transportation","Cybersecurity Analyst","4","10"
"Australia","Healthcare","Lawyer","4","16"
"Czech Republic","Media","Researcher","4","35"
"Morocco","Education","Teacher","4","47"
"Philippines","Transportation","Researcher","4","14"
"Equatorial Guinea","Agriculture","ML Engineer","4","33"
"Austria","Legal","Content Creator","4","16"
"Tunisia","Transportation","Government Worker","4","23"
"Gabon","Education","ML Engineer","4","36"
"Jamaica","Transportation","Teacher","4","21"
"Bhutan","Retail","Content Creator","4","32"
"Laos","Transportation","Government Worker","4","35"
"Mongolia","Transportation","Junior Dev","4","26"
"Benin","Government","Freelancer","4","41"
"Philippines","Retail","Product Manager","4","22"
"Kiribati","Tech","Data Analyst","4","14"
"Papua New Guinea","Healthcare","Content Creator","4","27"
"Mauritius","Education","Designer","4","17"
"Kyrgyzstan","Government","Doctor","4","28"
"Lesotho","Manufacturing","Business Owner","4","41"
"Denmark","Healthcare","Teacher","4","29"
"Lithuania","Manufacturing","Government Worker","4","32"
"Estonia","Tech","Lawyer","4","34"
"Bulgaria","Education","Designer","4","36"
